root,blocks_audited,reached_state_one_endpoint,state_one_endpoint_block,queue_at_state_one_endpoint,maximum_queue,first_return_to_zero_after_positive,longest_positive_excursion,final_queue,max_queue_block,max_queue_block_length,max_queue_block_claims,max_queue_block_capacity,max_queue_block_drift,max_queue_endpoint_height,max_queue_claim_depth_histogram
4045,14,True,13,0,1,11,1,0,10,3,2,1,1,2,d2:1;d3:1
4047,29,True,28,0,5,1,13,0,20,6,3,2,1,3,d2:1;d4:1;d5:1
4049,14,True,13,0,1,11,1,0,10,3,2,1,1,2,d2:1;d3:1
4051,28,True,27,0,5,3,13,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
4053,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
4055,26,True,25,0,5,2,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4057,19,True,18,0,3,14,9,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
4059,13,True,12,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
4061,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
4063,11,True,10,0,1,1,1,0,0,5,3,2,1,3,d2:1;d4:1;d5:1
4065,21,True,20,0,4,11,9,0,4,3,2,1,1,2,d1:1;d3:1
4067,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
4069,27,True,26,0,4,5,12,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
4071,25,True,24,0,5,1,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
4073,14,True,13,0,1,5,4,0,1,4,2,1,1,2,d2:1;d4:1
4075,28,True,27,0,4,1,12,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
4077,16,True,15,0,1,13,1,0,12,3,2,1,1,2,d2:1;d3:1
4079,13,True,12,0,2,2,2,0,0,4,3,1,2,2,d1:1;d3:1;d4:1
4081,11,True,10,0,2,3,1,0,2,5,3,1,2,2,d1:1;d2:1;d4:1
4083,14,True,13,0,1,11,1,0,10,3,2,1,1,2,d2:1;d3:1
4085,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
4087,25,True,24,0,4,20,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
4089,16,True,15,0,1,4,1,0,3,2,2,1,1,2,d1:1;d2:1
4091,20,True,19,0,4,3,3,0,9,3,2,1,1,2,d1:1;d3:1
4093,11,True,10,0,2,2,1,0,1,9,5,3,2,4,d2:1;d4:1;d5:1;d7:1;d9:1
4095,27,True,26,0,6,10,10,0,1,6,3,1,2,2,d1:1;d3:1;d5:1
4097,22,True,21,0,3,17,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
4099,26,True,25,0,5,8,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4101,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
4103,25,True,24,0,5,7,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
4105,26,True,25,0,5,2,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4107,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4109,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4111,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
4113,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4115,20,True,19,0,2,8,6,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
4117,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
4119,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
4121,12,True,11,0,1,5,1,0,4,4,2,1,1,2,d2:1;d4:1
4123,20,True,19,0,2,3,2,0,1,5,3,1,2,2,d1:1;d2:1;d4:1
4125,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4127,29,True,28,0,4,6,6,0,18,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
4129,31,True,30,0,5,10,9,0,5,6,3,1,2,2,d1:1;d3:1;d5:1
4131,21,True,20,0,5,17,13,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
4133,27,True,26,0,4,2,12,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
4135,19,True,18,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
4137,19,True,18,0,2,4,3,0,1,5,3,1,2,2,d1:1;d3:1;d5:1
4139,26,True,25,0,4,7,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4141,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
4143,13,True,12,0,1,1,1,0,0,4,2,1,1,2,d1:1;d3:1
4145,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4147,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4149,21,True,20,0,4,16,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
4151,15,True,14,0,4,2,3,0,4,3,2,1,1,2,d1:1;d3:1
4153,15,True,14,0,1,9,1,0,8,2,2,1,1,2,d1:1;d2:1
4155,13,True,12,0,1,7,1,0,6,2,2,1,1,2,d1:1;d2:1
4157,13,True,12,0,1,7,1,0,6,2,2,1,1,2,d1:1;d2:1
4159,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
4161,14,True,13,0,1,8,1,0,7,2,2,1,1,2,d1:1;d2:1
4163,13,True,12,0,1,7,1,0,6,2,2,1,1,2,d1:1;d2:1
4165,21,True,20,0,4,16,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
4167,20,True,19,0,2,5,6,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
4169,26,True,25,0,3,6,9,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4171,20,True,19,0,4,15,12,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
4173,21,True,20,0,5,17,13,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
4175,19,True,18,0,2,8,6,0,3,2,2,1,1,2,d1:1;d2:1
4177,20,True,19,0,5,16,13,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
4179,13,True,12,0,1,3,2,0,1,4,2,1,1,2,d1:1;d3:1
4181,7,True,6,0,1,4,1,0,3,3,2,1,1,2,d2:1;d3:1
4183,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
4185,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4187,11,True,10,0,1,5,1,0,4,2,2,1,1,2,d1:1;d2:1
4189,21,True,20,0,4,16,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
4191,19,True,18,0,1,2,1,0,1,2,2,1,1,2,d1:1;d2:1
4193,14,True,13,0,1,5,2,0,3,3,2,1,1,2,d2:1;d3:1
4195,12,True,11,0,0,-1,0,0,-1,0,0,0,0,0,none
4197,13,True,12,0,0,-1,0,0,-1,0,0,0,0,0,none
4199,12,True,11,0,2,2,1,0,1,4,3,1,2,2,d1:1;d2:1;d4:1
4201,12,True,11,0,0,-1,0,0,-1,0,0,0,0,0,none
4203,12,True,11,0,0,-1,0,0,-1,0,0,0,0,0,none
4205,18,True,17,0,4,4,2,0,9,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
4207,20,True,19,0,3,7,7,0,3,6,4,2,2,3,d1:1;d3:1;d5:1;d6:1
4209,7,True,6,0,1,4,1,0,3,3,2,1,1,2,d2:1;d3:1
4211,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
4213,14,True,13,0,2,9,6,0,5,6,3,2,1,3,d2:1;d4:1;d5:1
4215,23,True,22,0,3,6,9,0,4,4,3,1,2,2,d1:1;d3:1;d4:1
4217,11,True,10,0,1,4,2,0,2,3,2,1,1,2,d1:1;d3:1
4219,24,True,23,0,3,7,9,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
4221,27,True,26,0,5,18,17,0,10,3,2,1,1,2,d1:1;d3:1
4223,22,True,21,0,3,1,9,0,0,7,4,1,3,2,d1:1;d2:1;d4:1;d6:1
4225,11,True,10,0,1,7,1,0,6,4,3,2,1,3,d1:1;d2:1;d4:1
4227,13,True,12,0,2,8,6,0,4,6,3,2,1,3,d2:1;d4:1;d5:1
4229,14,True,13,0,1,7,2,0,5,6,3,2,1,3,d2:1;d4:1;d5:1
4231,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
4233,33,True,32,0,5,4,12,0,3,8,5,2,3,3,d1:1;d3:1;d5:1;d6:1;d8:1
4235,10,True,9,0,1,4,1,0,3,2,2,1,1,2,d1:1;d2:1
4237,7,True,6,0,1,4,1,0,3,3,2,1,1,2,d2:1;d3:1
4239,14,True,13,0,2,9,4,0,5,4,3,1,2,2,d1:1;d3:1;d4:1
4241,19,True,18,0,4,7,4,0,8,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
4243,18,True,17,0,4,4,2,0,7,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
4245,20,True,19,0,3,2,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
4247,5,True,4,0,1,2,1,0,1,3,2,1,1,2,d2:1;d3:1
4249,23,True,22,0,3,18,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
4251,16,True,15,0,1,2,2,0,1,4,2,1,1,2,d1:1;d3:1
4253,16,True,15,0,1,13,1,0,12,3,2,1,1,2,d2:1;d3:1
4255,30,True,29,0,8,5,7,0,8,4,2,1,1,2,d1:1;d3:1
4257,8,True,7,0,1,4,1,0,3,3,2,1,1,2,d1:1;d2:1
4259,19,True,18,0,3,14,9,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
4261,15,True,14,0,2,3,2,0,1,5,3,1,2,2,d1:1;d3:1;d5:1
4263,22,True,21,0,5,5,7,0,9,4,3,1,2,2,d1:1;d2:1;d4:1
4265,30,True,29,0,5,4,13,0,21,6,3,2,1,3,d2:1;d4:1;d5:1
4267,21,True,20,0,3,16,9,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
4269,14,True,13,0,4,7,2,0,5,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
4271,28,True,27,0,5,1,13,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
4273,13,True,12,0,4,6,2,0,4,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
4275,12,True,11,0,4,5,2,0,3,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
4277,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
4279,13,True,12,0,1,3,1,0,2,5,3,2,1,3,d2:1;d4:1;d5:1
4281,21,True,20,0,3,16,9,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
4283,19,True,18,0,3,14,9,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
4285,30,True,29,0,4,2,12,0,21,6,3,2,1,3,d2:1;d4:1;d5:1
4287,20,True,19,0,3,1,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
4289,19,True,18,0,1,7,3,0,4,3,2,1,1,2,d1:1;d2:1
4291,17,True,16,0,1,5,3,0,2,2,2,1,1,2,d1:1;d2:1
4293,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
4295,18,True,17,0,1,15,1,0,14,3,2,1,1,2,d2:1;d3:1
4297,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
4299,12,True,11,0,0,-1,0,0,-1,0,0,0,0,0,none
4301,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
4303,21,True,20,0,3,2,5,0,4,4,2,1,1,2,d1:1;d3:1
4305,15,True,14,0,4,6,2,0,4,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
4307,14,True,13,0,4,5,2,0,3,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
4309,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
4311,30,True,29,0,7,16,14,0,4,6,3,1,2,2,d1:1;d3:1;d5:1
4313,11,True,10,0,1,4,2,0,2,3,2,1,1,2,d2:1;d3:1
4315,24,True,23,0,3,19,9,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
4317,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
4319,21,True,20,0,3,1,9,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
4321,26,True,25,0,5,8,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4323,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
4325,26,True,25,0,5,22,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4327,27,True,26,0,5,2,13,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
4329,10,True,9,0,2,2,1,0,1,4,3,1,2,2,d1:1;d2:1;d4:1
4331,22,True,21,0,3,4,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
4333,24,True,23,0,5,20,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
4335,11,True,10,0,2,2,2,0,1,5,3,2,1,3,d1:1;d3:1;d5:1
4337,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
4339,14,True,13,0,1,3,1,0,2,3,2,1,1,2,d2:1;d3:1
4341,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
4343,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
4345,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
4347,30,True,29,0,4,7,5,0,19,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
4349,23,True,22,0,5,19,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
4351,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
4353,26,True,25,0,4,21,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4355,23,True,22,0,4,18,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
4357,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
4359,28,True,27,0,4,3,12,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
4361,25,True,24,0,5,3,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
4363,24,True,23,0,4,19,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
4365,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
4367,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
4369,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
4371,17,True,16,0,4,4,3,0,6,3,2,1,1,2,d1:1;d3:1
4373,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4375,14,True,13,0,1,2,1,0,1,2,2,1,1,2,d1:1;d2:1
4377,15,True,14,0,1,9,1,0,8,2,2,1,1,2,d1:1;d2:1
4379,34,True,33,0,6,3,17,0,17,3,2,1,1,2,d1:1;d3:1
4381,17,True,16,0,1,11,1,0,10,2,2,1,1,2,d1:1;d2:1
4383,15,True,14,0,2,1,1,0,0,5,3,1,2,2,d1:1;d2:1;d4:1
4385,23,True,22,0,5,5,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
4387,22,True,21,0,5,4,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
4389,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
4391,28,True,27,0,3,8,9,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
4393,22,True,21,0,4,3,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
4395,22,True,21,0,2,4,6,0,6,2,2,1,1,2,d1:1;d2:1
4397,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4399,17,True,16,0,1,2,3,0,0,4,2,1,1,2,d1:1;d3:1
4401,25,True,24,0,4,20,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
4403,25,True,24,0,4,20,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
4405,16,True,15,0,2,4,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
4407,10,True,9,0,1,2,1,0,1,3,2,1,1,2,d2:1;d3:1
4409,14,True,13,0,1,5,2,0,3,3,2,1,1,2,d1:1;d3:1
4411,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
4413,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
4415,27,True,26,0,3,3,9,0,1,5,3,1,2,2,d1:1;d3:1;d5:1
4417,17,True,16,0,2,5,6,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
4419,15,True,14,0,0,-1,0,0,-1,0,0,0,0,0,none
4421,16,True,15,0,2,11,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
4423,14,True,13,0,2,4,2,0,3,3,2,1,1,2,d1:1;d2:1
4425,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
4427,16,True,15,0,2,11,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
4429,24,True,23,0,4,5,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
4431,22,True,21,0,3,9,7,0,5,6,4,2,2,3,d1:1;d3:1;d5:1;d6:1
4433,24,True,23,0,4,3,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
4435,13,True,12,0,3,3,2,0,2,3,2,1,1,2,d1:1;d3:1
4437,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
4439,15,True,14,0,2,10,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
4441,29,True,28,0,6,20,17,0,12,3,2,1,1,2,d1:1;d3:1
4443,15,True,14,0,2,2,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
4445,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
4447,26,True,25,0,4,6,9,0,9,3,2,1,1,2,d1:1;d3:1
4449,14,True,13,0,1,3,1,0,2,3,2,1,1,2,d1:1;d2:1
4451,23,True,22,0,3,3,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
4453,23,True,22,0,3,3,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
4455,15,True,14,0,2,10,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
4457,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
4459,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
4461,18,True,17,0,2,7,5,0,9,4,3,1,2,2,d1:1;d3:1;d4:1
4463,8,True,7,0,1,1,1,0,0,4,2,1,1,2,d1:1;d3:1
4465,10,True,9,0,1,4,1,0,3,2,2,1,1,2,d1:1;d2:1
4467,23,True,22,0,3,5,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
4469,9,True,8,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
4471,8,True,7,0,1,3,1,0,2,3,2,1,1,2,d1:1;d3:1
4473,17,True,16,0,3,7,5,0,2,6,4,1,3,2,d1:1;d3:1;d5:1;d6:1
4475,26,True,25,0,3,21,9,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4477,17,True,16,0,1,14,1,0,13,3,2,1,1,2,d2:1;d3:1
4479,20,True,19,0,3,15,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
4481,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
4483,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
4485,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
4487,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
4489,18,True,17,0,1,2,1,0,1,3,2,1,1,2,d1:1;d3:1
4491,32,True,31,0,5,6,13,0,23,6,3,2,1,3,d2:1;d4:1;d5:1
4493,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
4495,15,True,14,0,4,8,2,0,6,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
4497,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
4499,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
4501,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
4503,6,True,5,0,1,2,1,0,1,2,2,1,1,2,d1:1;d2:1
4505,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4507,15,True,14,0,1,5,1,0,4,5,3,2,1,3,d2:1;d4:1;d5:1
4509,21,True,20,0,3,4,9,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
4511,24,True,23,0,4,4,9,0,7,3,2,1,1,2,d1:1;d3:1
4513,32,True,31,0,4,10,12,0,23,6,3,2,1,3,d2:1;d4:1;d5:1
4515,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
4517,6,True,5,0,1,2,1,0,1,4,3,2,1,3,d1:1;d2:1;d4:1
4519,20,True,19,0,1,2,3,0,1,2,2,1,1,2,d1:1;d2:1
4521,32,True,31,0,4,5,12,0,23,6,3,2,1,3,d2:1;d4:1;d5:1
4523,21,True,20,0,1,5,2,0,3,4,2,1,1,2,d2:1;d4:1
4525,8,True,7,0,1,4,1,0,3,2,2,1,1,2,d1:1;d2:1
4527,6,True,5,0,1,1,1,0,0,4,2,1,1,2,d1:1;d3:1
4529,12,True,11,0,2,7,4,0,3,4,3,1,2,2,d1:1;d3:1;d4:1
4531,11,True,10,0,2,6,4,0,2,4,3,1,2,2,d1:1;d3:1;d4:1
4533,11,True,10,0,1,4,2,0,2,6,3,2,1,3,d2:1;d4:1;d5:1
4535,16,True,15,0,4,7,2,0,5,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
4537,12,True,11,0,1,5,2,0,3,3,2,1,1,2,d1:1;d3:1
4539,34,True,33,0,7,20,14,0,8,6,3,1,2,2,d1:1;d3:1;d5:1
4541,13,True,12,0,1,3,2,0,1,3,2,1,1,2,d1:1;d3:1
4543,31,True,30,0,6,1,11,0,5,6,3,1,2,2,d1:1;d3:1;d5:1
4545,24,True,23,0,4,7,9,0,5,3,2,1,1,2,d1:1;d3:1
4547,22,True,21,0,3,5,9,0,1,8,5,2,3,3,d1:1;d2:1;d4:1;d6:1;d7:1
4549,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
4551,29,True,28,0,5,11,13,0,20,6,3,2,1,3,d2:1;d4:1;d5:1
4553,29,True,28,0,5,25,13,0,20,6,3,2,1,3,d2:1;d4:1;d5:1
4555,14,True,13,0,1,11,1,0,10,3,2,1,1,2,d2:1;d3:1
4557,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
4559,27,True,26,0,5,23,13,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
4561,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
4563,26,True,25,0,5,2,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4565,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
4567,12,True,11,0,1,2,1,0,1,3,2,1,1,2,d2:1;d3:1
4569,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4571,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
4573,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
4575,19,True,18,0,3,7,7,0,2,3,2,1,1,2,d1:1;d3:1
4577,26,True,25,0,5,5,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4579,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
4581,26,True,25,0,4,4,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
4583,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
4585,27,True,26,0,4,2,12,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
4587,24,True,23,0,2,6,4,0,2,5,3,1,2,2,d2:1;d4:1;d5:1
4589,15,True,14,0,1,12,1,0,11,3,2,1,1,2,d2:1;d3:1
4591,28,True,27,0,8,12,12,0,6,5,2,1,1,2,d2:1;d4:1
4593,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
4595,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
4597,10,True,9,0,2,2,1,0,1,4,3,1,2,2,d1:1;d2:1;d4:1
4599,24,True,23,0,4,19,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
4601,15,True,14,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
4603,19,True,18,0,4,6,3,0,8,3,2,1,1,2,d1:1;d3:1
4605,12,True,11,0,3,3,2,0,1,6,4,1,3,2,d1:1;d3:1;d4:1;d6:1
4607,28,True,27,0,5,11,11,0,2,6,3,1,2,2,d1:1;d3:1;d5:1
4609,12,True,11,0,0,-1,0,0,-1,0,0,0,0,0,none
4611,19,True,18,0,3,14,9,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
4613,25,True,24,0,5,7,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
4615,18,True,17,0,1,12,1,0,11,2,2,1,1,2,d1:1;d2:1
4617,18,True,17,0,3,2,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
4619,25,True,24,0,5,21,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
4621,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
4623,23,True,22,0,5,19,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
4625,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
4627,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
4629,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
4631,18,True,17,0,2,6,6,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
4633,18,True,17,0,2,6,6,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
4635,16,True,15,0,2,7,3,0,4,5,3,1,2,2,d1:1;d3:1;d5:1
4637,11,True,10,0,1,4,1,0,3,4,2,1,1,2,d2:1;d4:1
4639,19,True,18,0,2,2,2,0,0,5,3,1,2,2,d1:1;d2:1;d4:1
4641,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
4643,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
4645,29,True,28,0,6,8,9,0,3,6,3,1,2,2,d1:1;d3:1;d5:1
4647,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
4649,25,True,24,0,2,4,3,0,1,5,3,1,2,2,d2:1;d3:1;d5:1
4651,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
4653,27,True,26,0,4,4,12,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
4655,18,True,17,0,1,3,3,0,0,4,2,1,1,2,d1:1;d3:1
4657,25,True,24,0,4,6,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
4659,25,True,24,0,4,6,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
4661,20,True,19,0,5,16,13,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
4663,16,True,15,0,2,11,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
4665,26,True,25,0,4,13,8,0,9,6,4,2,2,3,d1:1;d3:1;d5:1;d6:1
4667,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
4669,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
4671,13,True,12,0,4,4,3,0,2,3,2,1,1,2,d1:1;d3:1
4673,14,True,13,0,1,8,1,0,7,2,2,1,1,2,d1:1;d2:1
4675,12,True,11,0,1,6,1,0,5,2,2,1,1,2,d1:1;d2:1
4677,13,True,12,0,1,7,1,0,6,2,2,1,1,2,d1:1;d2:1
4679,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
4681,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
4683,12,True,11,0,1,6,1,0,5,2,2,1,1,2,d1:1;d2:1
4685,13,True,12,0,1,7,1,0,6,2,2,1,1,2,d1:1;d2:1
