root,blocks_audited,reached_state_one_endpoint,state_one_endpoint_block,queue_at_state_one_endpoint,maximum_queue,first_return_to_zero_after_positive,longest_positive_excursion,final_queue,max_queue_block,max_queue_block_length,max_queue_block_claims,max_queue_block_capacity,max_queue_block_drift,max_queue_endpoint_height,max_queue_claim_depth_histogram
3407,12,True,11,0,1,1,2,0,0,4,3,2,1,3,d1:1;d2:1;d4:1
3409,23,True,22,0,4,6,9,0,4,3,2,1,1,2,d1:1;d3:1
3411,22,True,21,0,3,5,9,0,1,7,5,2,3,3,d1:1;d2:1;d4:1;d6:1;d7:1
3413,3,True,2,0,0,-1,0,0,-1,0,0,0,0,0,none
3415,28,True,27,0,5,24,13,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
3417,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
3419,27,True,26,0,5,2,13,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
3421,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
3423,24,True,23,0,5,20,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3425,13,True,12,0,1,3,1,0,2,3,2,1,1,2,d2:1;d3:1
3427,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
3429,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
3431,19,True,18,0,4,9,9,0,2,3,2,1,1,2,d1:1;d3:1
3433,25,True,24,0,5,4,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
3435,25,True,24,0,5,21,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
3437,26,True,25,0,4,4,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
3439,26,True,25,0,4,1,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
3441,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
3443,14,True,13,0,1,11,1,0,10,3,2,1,1,2,d2:1;d3:1
3445,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
3447,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
3449,24,True,23,0,4,19,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3451,14,True,13,0,1,2,1,0,1,2,2,1,1,2,d1:1;d2:1
3453,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3455,10,True,9,0,1,1,1,0,0,7,4,3,1,4,d2:1;d4:1;d5:1;d7:1
3457,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
3459,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
3461,24,True,23,0,5,6,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3463,17,True,16,0,3,1,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
3465,24,True,23,0,5,2,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3467,24,True,23,0,5,20,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3469,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
3471,16,True,15,0,3,11,9,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
3473,19,True,18,0,2,7,6,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
3475,17,True,16,0,2,5,6,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
3477,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
3479,9,True,8,0,1,2,1,0,1,4,2,1,1,2,d2:1;d4:1
3481,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
3483,15,True,14,0,1,2,2,0,1,4,3,2,1,3,d1:1;d3:1;d4:1
3485,29,True,28,0,5,8,9,0,3,6,3,1,2,2,d1:1;d3:1;d5:1
3487,24,True,23,0,2,3,3,0,0,5,3,1,2,2,d2:1;d3:1;d5:1
3489,19,True,18,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
3491,25,True,24,0,4,2,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
3493,24,True,23,0,4,5,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3495,12,True,11,0,1,2,2,0,0,3,2,1,1,2,d1:1;d3:1
3497,16,True,15,0,2,11,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
3499,25,True,24,0,4,12,8,0,8,6,4,2,2,3,d1:1;d3:1;d5:1;d6:1
3501,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
3503,14,True,13,0,4,1,3,0,3,3,2,1,1,2,d1:1;d3:1
3505,13,True,12,0,1,7,1,0,6,2,2,1,1,2,d1:1;d2:1
3507,12,True,11,0,1,6,1,0,5,2,2,1,1,2,d1:1;d2:1
3509,12,True,11,0,1,6,1,0,5,2,2,1,1,2,d1:1;d2:1
3511,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
3513,12,True,11,0,1,6,1,0,5,2,2,1,1,2,d1:1;d2:1
3515,26,True,25,0,3,6,9,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
3517,25,True,24,0,3,2,9,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
3519,12,True,11,0,3,5,5,0,0,6,4,1,3,2,d1:1;d3:1;d4:1;d6:1
3521,20,True,19,0,2,9,6,0,4,3,2,1,1,2,d1:1;d2:1
3523,18,True,17,0,2,7,6,0,2,2,2,1,1,2,d1:1;d2:1
3525,19,True,18,0,5,15,13,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
3527,12,True,11,0,1,2,2,0,0,3,2,1,1,2,d1:1;d3:1
3529,11,True,10,0,1,5,1,0,4,2,2,1,1,2,d1:1;d2:1
3531,20,True,19,0,1,6,3,0,3,4,2,1,1,2,d1:1;d3:1
3533,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
3535,27,True,26,0,3,4,9,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
3537,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
3539,12,True,11,0,1,3,2,0,1,3,2,1,1,2,d2:1;d3:1
3541,19,True,18,0,4,14,12,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
3543,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
3545,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
3547,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
3549,12,True,11,0,0,-1,0,0,-1,0,0,0,0,0,none
3551,16,True,15,0,4,1,2,0,7,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
3553,11,True,10,0,1,3,1,0,2,4,3,2,1,3,d1:1;d3:1;d4:1
3555,19,True,18,0,4,14,12,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
3557,22,True,21,0,3,5,9,0,3,4,3,1,2,2,d1:1;d3:1;d4:1
3559,9,True,8,0,1,2,2,0,0,3,2,1,1,2,d1:1;d3:1
3561,10,True,9,0,1,5,4,0,1,4,2,1,1,2,d2:1;d3:1
3563,26,True,25,0,4,6,9,0,9,3,2,1,1,2,d1:1;d3:1
3565,9,True,8,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
3567,33,True,32,0,5,8,13,0,24,6,3,2,1,3,d2:1;d4:1;d5:1
3569,13,True,12,0,2,8,6,0,4,6,3,2,1,3,d2:1;d4:1;d5:1
3571,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
3573,12,True,11,0,1,5,2,0,3,6,3,2,1,3,d2:1;d4:1;d5:1
3575,8,True,7,0,1,4,1,0,3,2,2,1,1,2,d1:1;d2:1
3577,14,True,13,0,2,9,4,0,5,4,3,1,2,2,d1:1;d3:1;d4:1
3579,13,True,12,0,2,2,4,0,4,4,3,1,2,2,d1:1;d3:1;d4:1
3581,17,True,16,0,4,3,2,0,6,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
3583,16,True,15,0,4,2,2,0,0,9,6,2,4,3,d1:1;d2:1;d4:1;d6:1;d7:1;d9:1
3585,16,True,15,0,1,6,2,0,4,4,2,1,1,2,d1:1;d3:1
3587,20,True,19,0,3,15,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
3589,15,True,14,0,1,12,1,0,11,3,2,1,1,2,d2:1;d3:1
3591,25,True,24,0,3,1,9,0,4,8,5,2,3,3,d1:1;d2:1;d4:1;d6:1;d7:1
3593,6,True,5,0,1,2,1,0,1,3,2,1,1,2,d1:1;d2:1
3595,15,True,14,0,1,12,1,0,11,3,2,1,1,2,d2:1;d3:1
3597,19,True,18,0,3,14,9,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
3599,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
3601,19,True,18,0,3,14,9,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
3603,28,True,27,0,5,2,13,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
3605,11,True,10,0,4,4,2,0,2,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
3607,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3609,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
3611,12,True,11,0,1,2,1,0,1,5,3,2,1,3,d2:1;d4:1;d5:1
3613,19,True,18,0,3,14,9,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
3615,14,True,13,0,2,5,5,0,0,5,3,1,2,2,d2:1;d3:1;d5:1
3617,29,True,28,0,4,7,12,0,20,6,3,2,1,3,d2:1;d4:1;d5:1
3619,11,True,10,0,3,3,1,0,2,6,4,1,3,2,d1:1;d2:1;d4:1;d6:1
3621,16,True,15,0,1,4,3,0,1,3,2,1,1,2,d1:1;d2:1
3623,18,True,17,0,3,1,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
3625,14,True,13,0,2,3,2,0,1,5,3,1,2,2,d1:1;d3:1;d4:1
3627,12,True,11,0,2,4,1,0,3,5,3,1,2,2,d1:1;d2:1;d4:1
3629,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
3631,20,True,19,0,4,10,10,0,3,4,2,1,1,2,d1:1;d3:1
3633,13,True,12,0,5,4,2,0,2,9,6,1,5,2,d1:1;d3:1;d4:1;d6:1;d8:1;d9:1
3635,13,True,12,0,4,4,2,0,2,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
3637,3,True,2,0,0,-1,0,0,-1,0,0,0,0,0,none
3639,29,True,28,0,6,12,11,0,3,6,3,1,2,2,d1:1;d3:1;d5:1
3641,23,True,22,0,3,18,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3643,27,True,26,0,5,1,13,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
3645,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3647,24,True,23,0,5,6,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3649,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
3651,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
3653,24,True,23,0,5,20,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3655,20,True,19,0,3,2,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
3657,21,True,20,0,2,9,6,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
3659,23,True,22,0,5,1,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3661,23,True,22,0,5,19,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3663,12,True,11,0,1,1,1,0,0,4,3,2,1,3,d1:1;d3:1;d4:1
3665,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3667,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
3669,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
3671,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
3673,28,True,27,0,4,3,12,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
3675,20,True,19,0,1,2,2,0,0,2,2,1,1,2,d1:1;d2:1
3677,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
3679,25,True,24,0,4,6,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
3681,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
3683,21,True,20,0,4,16,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
3685,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
3687,8,True,7,0,1,2,2,0,0,3,2,1,1,2,d2:1;d3:1
3689,16,True,15,0,4,3,3,0,5,3,2,1,1,2,d1:1;d3:1
3691,16,True,15,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
3693,14,True,13,0,1,8,1,0,7,2,2,1,1,2,d1:1;d2:1
3695,33,True,32,0,6,2,17,0,16,3,2,1,1,2,d1:1;d3:1
3697,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
3699,15,True,14,0,1,9,1,0,8,2,2,1,1,2,d1:1;d2:1
3701,21,True,20,0,5,3,13,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
3703,21,True,20,0,4,16,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
3705,27,True,26,0,3,7,9,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
3707,21,True,20,0,4,2,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
3709,20,True,19,0,2,2,6,0,4,2,2,1,1,2,d1:1;d2:1
3711,39,True,38,0,5,7,12,0,2,2,2,1,1,2,d1:1;d2:1
3713,15,True,14,0,2,6,3,0,3,5,3,1,2,2,d1:1;d3:1;d5:1
3715,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
3717,23,True,22,0,4,18,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3719,9,True,8,0,1,1,1,0,0,3,2,1,1,2,d2:1;d3:1
3721,12,True,11,0,1,3,2,0,1,3,2,1,1,2,d1:1;d3:1
3723,22,True,21,0,4,1,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
3725,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
3727,13,True,12,0,1,4,2,0,2,3,2,1,1,2,d2:1;d3:1
3729,15,True,14,0,0,-1,0,0,-1,0,0,0,0,0,none
3731,14,True,13,0,0,-1,0,0,-1,0,0,0,0,0,none
3733,14,True,13,0,2,2,6,0,5,6,3,2,1,3,d2:1;d4:1;d5:1
3735,7,True,6,0,1,4,1,0,3,3,2,1,1,2,d2:1;d3:1
3737,19,True,18,0,4,5,2,0,10,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
3739,21,True,20,0,4,8,8,0,4,6,4,2,2,3,d1:1;d3:1;d5:1;d6:1
3741,23,True,22,0,4,18,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3743,12,True,11,0,3,2,2,0,1,3,2,1,1,2,d1:1;d3:1
3745,25,True,24,0,3,8,9,0,6,4,3,1,2,2,d1:1;d3:1;d4:1
3747,13,True,12,0,2,8,6,0,4,6,3,2,1,3,d2:1;d4:1;d5:1
3749,27,True,26,0,6,18,17,0,10,3,2,1,1,2,d1:1;d3:1
3751,12,True,11,0,1,2,4,0,0,3,2,1,1,2,d2:1;d3:1
3753,23,True,22,0,4,2,9,0,1,8,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d8:1
3755,12,True,11,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
3757,16,True,15,0,1,9,2,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
3759,15,True,14,0,2,1,6,0,0,4,3,1,2,2,d1:1;d3:1;d4:1
3761,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
3763,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
3765,22,True,21,0,3,4,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
3767,16,True,15,0,2,11,4,0,7,4,3,1,2,2,d1:1;d3:1;d4:1
3769,20,True,19,0,4,8,4,0,9,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
3771,19,True,18,0,4,1,2,0,8,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
3773,7,True,6,0,1,2,1,0,1,3,2,1,1,2,d1:1;d3:1
3775,15,True,14,0,3,5,5,0,0,6,4,1,3,2,d1:1;d3:1;d5:1;d6:1
3777,23,True,22,0,3,18,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3779,16,True,15,0,1,13,1,0,12,3,2,1,1,2,d2:1;d3:1
3781,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3783,22,True,21,0,3,2,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
3785,20,True,19,0,3,15,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
3787,16,True,15,0,2,1,2,0,2,5,3,1,2,2,d1:1;d3:1;d5:1
3789,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3791,30,True,29,0,5,4,13,0,21,6,3,2,1,3,d2:1;d4:1;d5:1
3793,15,True,14,0,4,8,2,0,6,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
3795,13,True,12,0,4,6,2,0,4,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
3797,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
3799,12,True,11,0,4,5,2,0,3,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
3801,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
3803,14,True,13,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
3805,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
3807,19,True,18,0,3,1,9,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
3809,30,True,29,0,4,8,12,0,21,6,3,2,1,3,d2:1;d4:1;d5:1
3811,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
3813,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
3815,31,True,30,0,4,4,12,0,22,6,3,2,1,3,d2:1;d4:1;d5:1
3817,19,True,18,0,1,3,2,0,1,4,2,1,1,2,d2:1;d4:1
3819,5,True,4,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
3821,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
3823,29,True,28,0,5,7,13,0,20,6,3,2,1,3,d2:1;d4:1;d5:1
3825,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3827,15,True,14,0,4,6,2,0,4,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
3829,10,True,9,0,1,3,2,0,1,3,2,1,1,2,d1:1;d3:1
3831,32,True,31,0,7,18,14,0,6,6,3,1,2,2,d1:1;d3:1;d5:1
3833,12,True,11,0,1,5,2,0,3,3,2,1,1,2,d2:1;d3:1
3835,25,True,24,0,3,3,9,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
3837,22,True,21,0,3,5,9,0,3,3,2,1,1,2,d1:1;d3:1
3839,19,True,18,0,6,7,7,0,4,3,2,1,1,2,d1:1;d2:1
3841,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3843,27,True,26,0,5,23,13,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
3845,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
3847,26,True,25,0,5,1,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
3849,23,True,22,0,3,2,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3851,25,True,24,0,5,1,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
3853,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
3855,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
3857,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
3859,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
3861,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
3863,24,True,23,0,5,3,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3865,24,True,23,0,5,20,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3867,12,True,11,0,1,3,3,0,0,2,2,1,1,2,d1:1;d2:1
3869,25,True,24,0,4,20,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
3871,22,True,21,0,2,4,4,0,0,5,3,1,2,2,d2:1;d4:1;d5:1
3873,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
3875,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
3877,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
3879,23,True,22,0,4,1,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3881,23,True,22,0,4,18,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3883,13,True,12,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
3885,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
3887,11,True,10,0,2,2,2,0,0,4,3,1,2,2,d1:1;d3:1;d4:1
3889,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3891,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3893,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
3895,16,True,15,0,1,10,1,0,9,2,2,1,1,2,d1:1;d2:1
3897,24,True,23,0,5,6,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3899,23,True,22,0,5,1,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3901,23,True,22,0,5,19,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
3903,28,True,27,0,3,2,9,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
3905,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
3907,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
3909,17,True,16,0,2,5,6,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
3911,16,True,15,0,2,2,3,0,4,5,3,1,2,2,d1:1;d3:1;d5:1
3913,26,True,25,0,4,21,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
3915,17,True,16,0,2,1,6,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
3917,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
3919,14,True,13,0,1,1,2,0,0,4,3,2,1,3,d1:1;d3:1;d4:1
3921,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
3923,28,True,27,0,4,6,9,0,2,6,3,1,2,2,d1:1;d3:1;d5:1
3925,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
3927,16,True,15,0,0,-1,0,0,-1,0,0,0,0,0,none
3929,17,True,16,0,2,12,6,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
3931,15,True,14,0,3,5,5,0,4,3,2,1,1,2,d1:1;d2:1
3933,24,True,23,0,4,5,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3935,15,True,14,0,2,10,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
3937,24,True,23,0,4,11,8,0,7,6,4,2,2,3,d1:1;d3:1;d5:1;d6:1
3939,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
3941,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
3943,24,True,23,0,5,7,9,0,1,9,5,1,4,2,d2:1;d4:1;d6:1;d7:1;d9:1
3945,16,True,15,0,2,11,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
3947,30,True,29,0,6,1,17,0,13,3,2,1,1,2,d1:1;d3:1
3949,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
3951,14,True,13,0,2,4,4,0,0,4,3,1,2,2,d1:1;d3:1;d4:1
3953,11,True,10,0,1,5,1,0,4,2,2,1,1,2,d1:1;d2:1
3955,25,True,24,0,3,5,9,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
3957,11,True,10,0,1,5,1,0,4,2,2,1,1,2,d1:1;d2:1
3959,24,True,23,0,3,4,9,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
3961,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
3963,11,True,10,0,1,2,2,0,0,2,2,1,1,2,d1:1;d2:1
3965,18,True,17,0,2,7,5,0,9,4,3,1,2,2,d1:1;d3:1;d4:1
3967,8,True,7,0,3,1,1,0,0,7,5,2,3,3,d1:1;d2:1;d4:1;d6:1;d7:1
3969,25,True,24,0,3,7,9,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
3971,10,True,9,0,1,4,1,0,3,2,2,1,1,2,d1:1;d2:1
3973,19,True,18,0,1,5,3,0,2,4,2,1,1,2,d1:1;d3:1
3975,10,True,9,0,1,1,1,0,0,3,2,1,1,2,d2:1;d3:1
3977,27,True,26,0,3,4,9,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
3979,18,True,17,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
3981,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
3983,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
3985,12,True,11,0,0,-1,0,0,-1,0,0,0,0,0,none
3987,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
3989,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
3991,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
3993,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
3995,16,True,15,0,4,1,2,0,7,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
3997,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
3999,29,True,28,0,5,2,13,0,20,6,3,2,1,3,d2:1;d4:1;d5:1
4001,9,True,8,0,1,5,1,0,4,2,2,1,1,2,d1:1;d2:1
4003,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
4005,21,True,20,0,3,4,9,0,2,4,3,1,2,2,d1:1;d3:1;d4:1
4007,9,True,8,0,1,4,4,0,0,3,2,1,1,2,d2:1;d3:1
4009,25,True,24,0,4,5,9,0,8,3,2,1,1,2,d1:1;d3:1
4011,33,True,32,0,4,1,12,0,24,6,3,2,1,3,d2:1;d4:1;d5:1
4013,8,True,7,0,1,4,1,0,3,4,3,2,1,3,d1:1;d2:1;d4:1
4015,7,True,6,0,2,1,1,0,0,4,3,1,2,2,d1:1;d3:1;d4:1
4017,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
4019,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
4021,12,True,11,0,1,5,2,0,3,6,3,2,1,3,d2:1;d4:1;d5:1
4023,7,True,6,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
4025,13,True,12,0,2,8,4,0,4,4,3,1,2,2,d1:1;d3:1;d4:1
4027,12,True,11,0,2,1,4,0,3,4,3,1,2,2,d1:1;d3:1;d4:1
4029,17,True,16,0,4,3,2,0,6,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
4031,16,True,15,0,4,2,2,0,5,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
4033,13,True,12,0,1,6,2,0,4,5,3,2,1,3,d2:1;d4:1;d5:1
4035,13,True,12,0,1,3,2,0,1,4,2,1,1,2,d1:1;d3:1
4037,19,True,18,0,3,14,9,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
4039,28,True,27,0,3,2,9,0,19,6,3,2,1,3,d2:1;d4:1;d5:1
4041,23,True,22,0,3,6,9,0,2,8,5,2,3,3,d1:1;d2:1;d4:1;d6:1;d7:1
4043,5,True,4,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
