n,steps,r_start,depth_len,selected_depths,selected_count,selected_depths_are_prefix,selected_depths_are_consecutive,frontier_depth,max_selected_depth,missing_selected_depths,min_selected_margin,max_unselected_margin,margin_profile
2279,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2281,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2283,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2285,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2287,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-2;5:-2;6:0;7:0;8:0;9:0;10:0;11:0
2289,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2291,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-4;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2293,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2295,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2297,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2299,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2301,128,2,10,2;3,2,True,True,4,3,,1,0,2:1;3:1;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2303,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:5;3:3;4:3;5:2;6:1;7:0;8:-1;9:0;10:0;11:0
2305,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2307,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-3;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2309,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2311,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-3;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2313,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2315,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2317,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2319,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-2;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2321,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2323,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:6;3:4;4:1;5:-1;6:-3;7:0;8:0;9:0;10:0;11:0
2325,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2327,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2329,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2331,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:4;3:1;4:1;5:0;6:-2;7:0;8:0;9:0;10:0;11:0
2333,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2335,128,2,10,2;3;4,3,True,True,5,4,,2,0,2:3;3:2;4:2;5:0;6:0;7:-1;8:0;9:0;10:0;11:0
2337,128,2,10,,0,True,True,2,0,,0,0,2:-6;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2339,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2341,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2343,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2345,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:0;4:-1;5:-2;6:-1;7:0;8:0;9:0;10:0;11:0
2347,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-3;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2349,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2351,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2353,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2355,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2357,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2359,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2361,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2363,128,2,10,,0,True,True,2,0,,0,0,2:-6;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2365,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2367,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:5;3:4;4:3;5:1;6:-1;7:-1;8:0;9:0;10:0;11:0
2369,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2371,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-4;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2373,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2375,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-2;6:-1;7:0;8:0;9:0;10:0;11:0
2377,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-2;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2379,128,2,10,2;3,2,True,True,4,3,,1,0,2:1;3:1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2381,128,2,10,2;3,2,True,True,4,3,,1,0,2:5;3:1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2383,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2385,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:8;3:3;4:2;5:1;6:1;7:0;8:-1;9:0;10:0;11:0
2387,128,2,10,2;3;4;5,4,True,True,6,5,,2,0,2:7;3:5;4:3;5:2;6:0;7:0;8:-1;9:0;10:0;11:0
2389,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2391,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-3;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2393,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2395,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2397,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2399,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:0;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2401,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-2;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2403,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:2;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
2405,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:2;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
2407,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-2;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2409,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-3;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2411,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-4;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2413,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2415,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2417,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2419,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:2;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
2421,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2423,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:5;3:2;4:3;5:2;6:1;7:0;8:-1;9:0;10:0;11:0
2425,128,2,10,2;3;4;5;6;7;8;9,8,True,True,10,9,,1,0,2:8;3:11;4:9;5:6;6:3;7:2;8:2;9:1;10:0;11:-1
2427,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2429,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2431,128,2,10,2;4,2,False,False,5,4,3,1,0,2:8;3:0;4:1;5:0;6:-1;7:-1;8:0;9:0;10:0;11:0
2433,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2435,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2437,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2439,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2441,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2443,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2445,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2447,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2449,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2451,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2453,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2455,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-3;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2457,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2459,128,2,10,2;3;5,3,False,False,6,5,4,1,0,2:2;3:1;4:0;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
2461,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2463,128,2,10,2;3,2,True,True,4,3,,3,0,2:6;3:3;4:0;5:-3;6:-2;7:0;8:0;9:0;10:0;11:0
2465,128,2,10,,0,True,True,2,0,,0,0,2:-8;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2467,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2469,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2471,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-3;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2473,128,2,10,2;3,2,True,True,4,3,,2,0,2:5;3:2;4:0;5:-2;6:-1;7:0;8:0;9:0;10:0;11:0
2475,128,2,10,3,1,False,True,4,3,2,1,0,2:-3;3:1;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2477,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2479,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2481,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2483,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2485,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2487,128,2,10,,0,True,True,2,0,,0,0,2:-6;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2489,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2491,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:3;3:4;4:1;5:0;6:0;7:-1;8:0;9:0;10:0;11:0
2493,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2495,128,2,10,4,1,False,True,5,4,2;3,1,0,2:0;3:0;4:1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2497,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2499,128,2,10,2;3,2,True,True,4,3,,2,0,2:6;3:2;4:0;5:-2;6:-2;7:0;8:0;9:0;10:0;11:0
2501,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2503,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-3;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2505,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2507,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2509,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2511,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:0;4:-2;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2513,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2515,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2517,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2519,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-3;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2521,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2523,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2525,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2527,128,2,10,2;3,2,True,True,4,3,,2,0,2:9;3:2;4:0;5:-2;6:-2;7:0;8:0;9:0;10:0;11:0
2529,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:4;3:3;4:1;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
2531,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2533,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2535,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-3;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2537,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-3;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2539,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-3;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2541,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2543,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-3;4:-4;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2545,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2547,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2549,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2551,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:6;3:2;4:2;5:2;6:1;7:0;8:-1;9:0;10:0;11:0
2553,128,2,10,2;3;4;5;6;7;8;9,8,True,True,10,9,,1,0,2:6;3:11;4:9;5:6;6:3;7:2;8:2;9:1;10:0;11:-1
2555,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2557,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:0;4:0;5:0;6:-2;7:0;8:0;9:0;10:0;11:0
2559,128,2,10,2;3;4;5;6;7,6,True,True,8,7,,1,0,2:2;3:2;4:3;5:3;6:2;7:1;8:0;9:-1;10:0;11:0
2561,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2563,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2565,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2567,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2569,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2571,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2573,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2575,128,2,10,2,1,True,True,3,2,,7,0,2:7;3:0;4:-3;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2577,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2579,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-3;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2581,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2583,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2585,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2587,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2589,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2591,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:0;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2593,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2595,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2597,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-3;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2599,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2601,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:-1;4:-2;5:-2;6:-1;7:0;8:0;9:0;10:0;11:0
2603,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2605,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2607,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2609,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2611,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2613,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2615,128,2,10,2;3,2,True,True,4,3,,2,0,2:7;3:2;4:0;5:-2;6:-2;7:0;8:0;9:0;10:0;11:0
2617,128,2,10,,0,True,True,2,0,,0,0,2:-7;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2619,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-2;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2621,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2623,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:5;3:1;4:1;5:0;6:-2;7:0;8:0;9:0;10:0;11:0
2625,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2627,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2629,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2631,128,2,10,2;3,2,True,True,4,3,,1,0,2:6;3:1;4:0;5:-2;6:-2;7:0;8:0;9:0;10:0;11:0
2633,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2635,128,2,10,,0,True,True,2,0,,0,0,2:-6;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2637,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2639,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2641,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-3;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2643,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-2;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2645,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
2647,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2649,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:-2;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2651,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-3;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2653,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2655,128,2,10,3,1,False,True,4,3,2,1,0,2:-1;3:1;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
2657,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2659,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2661,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2663,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:3;3:2;4:1;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
2665,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2667,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2669,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-2;4:-4;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2671,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2673,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2675,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2677,128,2,10,2;3,2,True,True,4,3,,1,0,2:2;3:1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
2679,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
2681,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
