root,blocks_audited,reached_state_one_endpoint,maximum_queue,terminal_block,witness_start_block,witness_block_count,witness_length,witness_claim_holes,witness_terminal_valuation,witness_absorption_deficit
12339,19,True,3,10,5,6,19,8,8,3
12341,7,True,0,-1,-1,0,0,0,0,0
12343,43,True,4,34,26,9,26,11,11,4
12345,12,True,0,-1,-1,0,0,0,0,0
12347,10,True,0,-1,-1,0,0,0,0,0
12349,19,True,2,10,8,3,11,5,4,2
12351,22,True,2,3,3,1,6,2,2,2
12353,19,True,2,10,8,3,11,5,4,2
12355,18,True,2,9,7,3,11,5,4,2
12357,7,True,0,-1,-1,0,0,0,0,0
12359,25,True,5,16,8,9,27,11,11,5
12361,17,True,2,5,5,1,5,2,1,2
12363,6,True,0,-1,-1,0,0,0,0,0
12365,12,True,1,4,4,1,4,2,1,1
12367,27,True,4,18,10,9,26,11,11,4
12369,11,True,1,3,3,1,4,2,1,1
12371,20,True,2,1,1,1,4,1,1,2
12373,21,True,5,12,4,9,27,11,11,5
12375,11,True,1,7,7,1,3,1,1,1
12377,12,True,1,8,8,1,3,1,1,1
12379,12,True,1,1,1,1,3,1,1,1
12381,7,True,0,-1,-1,0,0,0,0,0
12383,28,True,4,17,17,1,8,3,1,4
12385,17,True,1,6,6,1,3,1,1,1
12387,29,True,6,3,1,3,15,6,3,6
12389,30,True,5,4,3,2,12,5,2,5
12391,12,True,2,1,0,2,7,3,2,2
12393,11,True,1,7,7,1,3,1,1,1
12395,26,True,4,17,9,9,26,11,11,4
12397,26,True,2,2,2,1,5,2,1,2
12399,41,True,5,11,0,12,37,15,17,5
12401,21,True,5,12,4,9,27,11,11,5
12403,7,True,0,-1,-1,0,0,0,0,0
12405,27,True,4,18,10,9,26,11,11,4
12407,19,True,1,2,2,1,2,0,1,1
12409,18,True,1,2,2,1,3,1,1,1
12411,19,True,0,-1,-1,0,0,0,0,0
12413,19,True,1,1,1,1,4,2,1,1
12415,16,True,3,0,0,1,7,3,1,3
12417,20,True,2,11,9,3,11,5,4,2
12419,25,True,4,16,8,9,26,11,11,4
12421,26,True,4,17,9,9,26,11,11,4
12423,17,True,3,6,2,5,14,5,6,3
12425,17,True,2,2,2,1,4,1,1,2
12427,14,True,1,6,6,1,2,0,1,1
12429,21,True,5,12,4,9,27,11,11,5
12431,12,True,1,1,1,1,2,0,1,1
12433,18,True,2,9,7,3,11,5,4,2
12435,17,True,2,8,6,3,11,5,4,2
12437,7,True,0,-1,-1,0,0,0,0,0
12439,19,True,5,10,2,9,27,11,11,5
12441,27,True,4,10,6,5,18,7,7,4
12443,16,True,2,1,1,1,4,1,1,2
12445,8,True,0,-1,-1,0,0,0,0,0
12447,27,True,7,2,0,3,18,7,4,7
12449,28,True,4,19,11,9,26,11,11,4
12451,6,True,0,-1,-1,0,0,0,0,0
12453,15,True,4,4,3,2,10,4,2,4
12455,21,True,4,12,12,1,7,2,1,4
12457,11,True,3,1,1,1,7,3,1,3
12459,9,True,0,-1,-1,0,0,0,0,0
12461,15,True,1,8,8,1,2,0,1,1
12463,26,True,3,3,3,1,8,4,1,3
12465,14,True,1,7,7,1,2,0,1,1
12467,13,True,1,6,6,1,2,0,1,1
12469,14,True,1,7,7,1,2,0,1,1
12471,27,True,3,8,7,2,8,3,2,3
12473,33,True,6,16,7,10,32,13,13,6
12475,31,True,6,14,5,10,32,13,13,6
12477,11,True,0,-1,-1,0,0,0,0,0
12479,14,True,3,0,0,1,6,2,1,3
12481,11,True,0,-1,-1,0,0,0,0,0
12483,9,True,0,-1,-1,0,0,0,0,0
12485,13,True,1,6,6,1,2,0,1,1
12487,17,True,1,0,0,1,3,1,1,1
12489,12,True,1,5,5,1,2,0,1,1
12491,13,True,1,6,6,1,2,0,1,1
12493,14,True,1,7,7,1,2,0,1,1
12495,27,True,4,5,5,1,8,3,1,4
12497,28,True,3,19,14,6,19,8,8,3
12499,27,True,3,18,13,6,19,8,8,3
12501,20,True,4,11,3,9,26,11,11,4
12503,19,True,2,10,8,3,12,5,5,2
12505,26,True,3,17,12,6,19,8,8,3
12507,20,True,1,11,11,1,6,3,2,1
12509,26,True,3,17,12,6,19,8,8,3
12511,17,True,1,0,0,1,5,2,2,1
12513,14,True,2,2,2,1,7,3,2,2
12515,19,True,4,10,2,9,26,11,11,4
12517,21,True,2,5,4,2,6,2,2,2
12519,13,True,2,1,0,2,6,2,2,2
12521,12,True,1,1,1,1,4,2,1,1
12523,12,True,1,2,2,1,3,1,1,1
12525,20,True,2,4,3,2,7,2,3,2
12527,39,True,4,30,22,9,26,11,11,4
12529,21,True,5,12,4,9,27,11,11,5
12531,14,True,1,2,2,1,3,1,1,1
12533,19,True,5,10,2,9,27,11,11,5
12535,11,True,2,3,3,1,5,2,1,2
12537,11,True,2,3,3,1,6,2,2,2
12539,26,True,5,3,2,2,14,5,4,5
12541,12,True,1,5,5,1,2,0,1,1
12543,16,True,2,2,2,1,4,1,1,2
12545,15,True,1,8,8,1,2,0,1,1
12547,12,True,1,5,5,1,2,0,1,1
12549,8,True,0,-1,-1,0,0,0,0,0
12551,25,True,3,16,11,6,19,8,8,3
12553,13,True,1,6,6,1,2,0,1,1
12555,22,True,1,5,5,1,4,2,1,1
12557,8,True,0,-1,-1,0,0,0,0,0
12559,19,True,1,2,2,1,4,2,1,1
12561,9,True,0,-1,-1,0,0,0,0,0
12563,11,True,1,4,4,1,2,0,1,1
12565,21,True,4,12,4,9,26,11,11,4
12567,28,True,3,19,14,6,19,8,8,3
12569,29,True,3,20,15,6,19,8,8,3
12571,10,True,2,1,1,1,6,2,2,2
12573,21,True,1,3,3,1,2,0,1,1
12575,26,True,3,17,12,6,19,8,8,3
12577,7,True,0,-1,-1,0,0,0,0,0
12579,13,True,1,2,2,1,4,2,1,1
12581,13,True,1,2,2,1,3,1,1,1
12583,44,True,4,35,27,9,26,11,11,4
12585,22,True,1,1,1,1,5,2,2,1
12587,13,True,0,-1,-1,0,0,0,0,0
12589,21,True,4,12,4,9,26,11,11,4
12591,36,True,8,14,12,3,18,7,3,8
12593,13,True,0,-1,-1,0,0,0,0,0
12595,13,True,0,-1,-1,0,0,0,0,0
12597,13,True,0,-1,-1,0,0,0,0,0
12599,12,True,1,1,1,1,3,1,1,1
12601,25,True,3,16,11,6,19,8,8,3
12603,12,True,0,-1,-1,0,0,0,0,0
12605,12,True,0,-1,-1,0,0,0,0,0
12607,23,True,3,14,9,6,19,8,8,3
12609,14,True,0,-1,-1,0,0,0,0,0
12611,11,True,0,-1,-1,0,0,0,0,0
12613,13,True,0,-1,-1,0,0,0,0,0
12615,12,True,1,0,0,1,3,1,1,1
12617,12,True,0,-1,-1,0,0,0,0,0
12619,13,True,0,-1,-1,0,0,0,0,0
12621,18,True,4,9,9,1,7,2,1,4
12623,20,True,2,3,3,1,6,2,2,2
12625,18,True,4,9,9,1,7,2,1,4
12627,26,True,3,1,1,1,6,2,1,3
12629,6,True,1,2,2,1,3,1,1,1
12631,12,True,0,-1,-1,0,0,0,0,0
12633,12,True,1,3,3,1,4,1,2,1
12635,12,True,1,1,1,1,3,1,1,1
12637,21,True,4,12,4,9,26,11,11,4
12639,30,True,5,21,13,9,27,11,11,5
12641,28,True,3,19,14,6,19,8,8,3
12643,23,True,3,4,3,2,8,3,2,3
12645,23,True,3,4,3,2,8,3,2,3
12647,15,True,4,6,6,1,7,2,1,4
12649,12,True,0,-1,-1,0,0,0,0,0
12651,13,True,0,-1,-1,0,0,0,0,0
12653,11,True,1,2,2,1,3,1,1,1
12655,10,True,1,0,0,1,4,2,1,1
12657,14,True,2,5,3,3,11,5,4,2
12659,24,True,3,15,10,6,19,8,8,3
12661,13,True,2,4,2,3,11,5,4,2
12663,11,True,1,2,2,1,3,1,1,1
12665,19,True,3,3,2,2,9,4,2,3
12667,11,True,0,-1,-1,0,0,0,0,0
12669,26,True,4,9,7,3,12,5,3,4
12671,21,True,3,12,7,6,19,8,8,3
12673,21,True,4,12,4,9,26,11,11,4
12675,10,True,1,3,3,1,2,0,1,1
12677,10,True,1,5,5,1,4,1,2,1
12679,9,True,1,0,0,1,3,1,1,1
12681,10,True,0,-1,-1,0,0,0,0,0
12683,35,True,5,26,18,9,27,11,11,5
12685,13,True,2,4,2,3,12,5,5,2
12687,8,True,1,3,3,1,4,1,2,1
12689,15,True,2,6,4,3,10,4,4,2
12691,13,True,2,4,2,3,10,4,4,2
12693,13,True,1,4,4,1,6,3,2,1
12695,6,True,0,-1,-1,0,0,0,0,0
12697,8,True,0,-1,-1,0,0,0,0,0
12699,34,True,4,25,17,9,26,11,11,4
12701,33,True,4,3,2,2,12,5,3,4
12703,27,True,4,13,0,14,34,14,16,4
12705,24,True,1,6,6,1,4,2,1,1
12707,9,True,1,2,2,1,2,0,1,1
12709,9,True,1,4,4,1,2,0,1,1
12711,11,True,1,0,0,1,3,1,1,1
12713,20,True,2,7,7,1,5,2,1,2
12715,9,True,2,3,3,1,4,1,1,2
12717,16,True,2,7,7,1,4,1,1,2
12719,13,True,1,0,0,1,4,2,1,1
12721,19,True,4,8,8,1,8,3,1,4
12723,18,True,4,7,7,1,8,3,1,4
12725,18,True,4,7,7,1,8,3,1,4
12727,14,True,2,5,5,1,4,1,1,2
12729,19,True,4,8,8,1,8,3,1,4
12731,26,True,3,9,8,2,8,3,2,3
12733,13,True,1,2,2,1,2,0,1,1
12735,15,True,3,0,0,1,6,2,1,3
12737,19,True,4,8,8,1,8,3,1,4
12739,17,True,4,1,1,1,9,3,2,4
12741,6,True,1,2,2,1,3,1,1,1
12743,15,True,1,0,0,1,3,1,1,1
12745,15,True,1,6,6,1,5,2,2,1
12747,17,True,1,5,5,1,4,2,1,1
12749,23,True,3,14,9,6,19,8,8,3
12751,37,True,7,11,9,3,18,7,4,7
12753,22,True,3,13,8,6,19,8,8,3
12755,16,True,1,1,1,1,3,1,1,1
12757,20,True,3,11,6,6,19,8,8,3
12759,15,True,1,1,1,1,3,1,1,1
12761,16,True,1,12,12,1,3,1,1,1
12763,20,True,3,11,6,6,19,8,8,3
12765,16,True,1,12,12,1,3,1,1,1
12767,30,True,8,8,6,3,18,7,3,8
12769,26,True,3,5,5,1,8,3,2,3
12771,20,True,3,11,6,6,19,8,8,3
12773,7,True,1,2,2,1,3,1,1,1
12775,24,True,3,5,3,3,10,4,3,3
12777,25,True,5,7,3,5,16,6,5,5
12779,26,True,3,17,12,6,19,8,8,3
12781,17,True,1,13,13,1,3,1,1,1
12783,33,True,5,24,16,9,27,11,11,5
12785,20,True,3,11,6,6,19,8,8,3
12787,32,True,5,23,15,9,27,11,11,5
12789,15,True,1,1,1,1,4,2,1,1
12791,22,True,5,9,6,4,14,5,4,5
12793,16,True,1,12,12,1,3,1,1,1
12795,17,True,1,13,13,1,3,1,1,1
12797,30,True,5,21,13,9,27,11,11,5
12799,29,True,5,20,12,9,27,11,11,5
12801,32,True,5,23,15,9,27,11,11,5
12803,20,True,3,11,6,6,19,8,8,3
12805,30,True,5,21,13,9,27,11,11,5
12807,15,True,3,3,3,1,6,2,1,3
12809,19,True,3,10,5,6,19,8,8,3
12811,30,True,5,21,13,9,27,11,11,5
12813,13,True,4,4,4,1,7,2,1,4
12815,27,True,5,18,10,9,27,11,11,5
12817,13,True,4,4,4,1,7,2,1,4
12819,22,True,3,13,8,6,19,8,8,3
12821,12,True,4,3,3,1,7,2,1,4
12823,11,True,0,-1,-1,0,0,0,0,0
12825,11,True,0,-1,-1,0,0,0,0,0
12827,13,True,1,9,9,1,3,1,1,1
12829,11,True,0,-1,-1,0,0,0,0,0
12831,13,True,2,0,0,1,5,2,1,2
12833,12,True,0,-1,-1,0,0,0,0,0
12835,12,True,4,3,3,1,7,2,1,4
12837,13,True,1,2,2,1,5,2,2,1
12839,13,True,1,0,0,1,3,1,1,1
12841,27,True,2,1,1,1,5,2,1,2
12843,12,True,4,3,3,1,7,2,1,4
12845,21,True,3,12,7,6,19,8,8,3
12847,13,True,2,2,0,3,8,3,3,2
12849,19,True,3,10,5,6,19,8,8,3
12851,19,True,3,10,5,6,19,8,8,3
12853,5,True,0,-1,-1,0,0,0,0,0
12855,14,True,1,3,3,1,2,0,1,1
12857,29,True,5,20,12,9,27,11,11,5
12859,29,True,4,20,12,9,26,11,11,4
12861,29,True,4,20,12,9,26,11,11,4
12863,19,True,3,10,5,6,19,8,8,3
12865,14,True,3,5,5,1,6,2,1,3
12867,12,True,3,3,3,1,6,2,1,3
12869,18,True,1,3,3,1,3,1,1,1
12871,29,True,4,20,12,9,26,11,11,4
12873,16,True,1,12,12,1,3,1,1,1
12875,17,True,1,2,2,1,3,1,1,1
12877,18,True,1,3,3,1,2,0,1,1
12879,30,True,4,21,13,9,26,11,11,4
12881,20,True,3,11,6,6,19,8,8,3
12883,19,True,3,10,5,6,19,8,8,3
12885,3,True,0,-1,-1,0,0,0,0,0
12887,17,True,1,13,13,1,3,1,1,1
12889,15,True,2,2,2,1,5,2,1,2
12891,28,True,4,19,11,9,26,11,11,4
12893,4,True,0,-1,-1,0,0,0,0,0
12895,17,True,1,13,13,1,3,1,1,1
12897,13,True,2,4,4,1,5,2,1,2
12899,11,True,0,-1,-1,0,0,0,0,0
12901,12,True,0,-1,-1,0,0,0,0,0
12903,19,True,3,10,5,6,19,8,8,3
12905,29,True,5,20,12,9,27,11,11,5
12907,17,True,1,13,13,1,3,1,1,1
12909,22,True,4,5,2,4,13,5,4,4
12911,30,True,4,21,13,9,26,11,11,4
12913,4,True,0,-1,-1,0,0,0,0,0
12915,28,True,4,19,11,9,26,11,11,4
12917,14,True,4,3,3,1,8,3,1,4
12919,13,True,5,2,2,1,9,3,1,5
12921,11,True,0,-1,-1,0,0,0,0,0
12923,18,True,1,5,5,1,2,0,1,1
12925,28,True,4,19,11,9,26,11,11,4
12927,14,True,3,0,0,1,7,3,1,3
12929,23,True,4,12,11,2,10,4,2,4
12931,4,True,0,-1,-1,0,0,0,0,0
12933,31,True,7,5,3,3,18,7,4,7
12935,13,True,2,3,3,1,9,4,3,2
12937,23,True,4,12,11,2,10,4,2,4
12939,31,True,6,5,3,3,17,7,4,6
12941,11,True,1,2,2,1,3,1,1,1
12943,25,True,8,3,1,3,18,7,3,8
12945,25,True,3,16,11,6,19,8,8,3
12947,24,True,3,15,10,6,19,8,8,3
12949,9,True,0,-1,-1,0,0,0,0,0
12951,10,True,0,-1,-1,0,0,0,0,0
12953,29,True,5,20,12,9,27,11,11,5
12955,20,True,4,2,1,2,9,3,2,4
12957,22,True,3,13,8,6,19,8,8,3
12959,19,True,4,4,0,5,16,6,6,4
12961,29,True,5,20,12,9,27,11,11,5
12963,26,True,5,17,9,9,27,11,11,5
12965,25,True,5,16,8,9,27,11,11,5
12967,21,True,1,0,0,1,3,1,1,1
12969,16,True,4,3,1,3,15,6,5,4
12971,12,True,0,-1,-1,0,0,0,0,0
12973,12,True,0,-1,-1,0,0,0,0,0
12975,28,True,5,19,11,9,27,11,11,5
12977,11,True,0,-1,-1,0,0,0,0,0
12979,10,True,0,-1,-1,0,0,0,0,0
12981,26,True,5,17,9,9,27,11,11,5
12983,27,True,5,18,10,9,27,11,11,5
12985,11,True,0,-1,-1,0,0,0,0,0
12987,34,True,3,25,20,6,19,8,8,3
12989,10,True,1,1,1,1,3,1,1,1
12991,26,True,5,17,9,9,27,11,11,5
12993,26,True,5,17,9,9,27,11,11,5
12995,21,True,3,12,7,6,19,8,8,3
12997,24,True,5,15,7,9,27,11,11,5
12999,10,True,1,0,0,1,3,1,1,1
13001,22,True,2,13,11,3,11,5,4,2
13003,22,True,2,13,11,3,11,5,4,2
13005,24,True,5,15,7,9,27,11,11,5
13007,11,True,1,0,0,1,4,1,2,1
13009,25,True,5,16,8,9,27,11,11,5
13011,23,True,5,14,6,9,27,11,11,5
13013,10,True,1,6,6,1,3,1,1,1
13015,9,True,0,-1,-1,0,0,0,0,0
13017,24,True,5,15,7,9,27,11,11,5
13019,27,True,5,18,10,9,27,11,11,5
13021,14,True,1,6,6,1,4,2,1,1
13023,12,True,1,0,0,1,5,2,2,1
13025,21,True,4,3,2,2,9,3,2,4
13027,9,True,1,5,5,1,3,1,1,1
13029,10,True,0,-1,-1,0,0,0,0,0
13031,18,True,2,1,0,2,6,2,2,2
13033,24,True,4,3,1,3,12,5,3,4
13035,15,True,1,11,11,1,3,1,1,1
13037,9,True,0,-1,-1,0,0,0,0,0
13039,15,True,3,1,0,2,8,3,2,3
13041,10,True,1,6,6,1,3,1,1,1
13043,30,True,4,19,19,1,8,3,1,4
13045,24,True,5,15,7,9,27,11,11,5
13047,33,True,6,7,5,3,15,6,3,6
13049,33,True,5,7,6,2,12,5,2,5
13051,15,True,1,1,1,1,2,0,1,1
13053,13,True,2,1,1,1,5,2,1,2
13055,17,True,4,0,0,1,8,3,1,4
13057,31,True,4,22,14,9,26,11,11,4
13059,29,True,4,20,12,9,26,11,11,4
13061,25,True,4,16,8,9,26,11,11,4
13063,23,True,5,14,6,9,27,11,11,5
13065,10,True,1,1,1,1,3,1,1,1
13067,22,True,1,5,5,1,2,0,1,1
13069,23,True,4,14,6,9,26,11,11,4
13071,22,True,4,13,5,9,26,11,11,4
13073,24,True,4,15,7,9,26,11,11,4
13075,21,True,1,1,1,1,2,0,1,1
13077,10,True,1,6,6,1,3,1,1,1
13079,27,True,4,18,10,9,26,11,11,4
13081,27,True,4,18,10,9,26,11,11,4
13083,25,True,3,3,2,2,8,3,2,3
13085,25,True,5,16,8,9,27,11,11,5
13087,19,True,3,8,4,5,14,5,6,3
13089,23,True,5,14,6,9,27,11,11,5
13091,23,True,4,14,6,9,26,11,11,4
13093,22,True,4,13,5,9,26,11,11,4
13095,14,True,1,0,0,1,3,1,1,1
13097,19,True,2,10,8,3,11,5,4,2
13099,11,True,0,-1,-1,0,0,0,0,0
13101,24,True,4,15,7,9,26,11,11,4
13103,23,True,5,14,6,9,27,11,11,5
13105,24,True,4,15,7,9,26,11,11,4
13107,24,True,4,15,7,9,26,11,11,4
13109,11,True,1,7,7,1,3,1,1,1
13111,9,True,0,-1,-1,0,0,0,0,0
13113,31,True,4,22,14,9,26,11,11,4
13115,17,True,4,6,5,2,10,4,2,4
13117,17,True,4,6,5,2,10,4,2,4
13119,8,True,2,0,0,1,6,2,2,2
13121,11,True,1,7,7,1,3,1,1,1
13123,17,True,1,1,1,1,2,0,1,1
13125,15,True,1,2,2,1,2,0,1,1
13127,9,True,2,3,0,4,10,4,4,2
13129,16,True,1,9,9,1,2,0,1,1
13131,15,True,1,8,8,1,2,0,1,1
13133,15,True,1,8,8,1,2,0,1,1
13135,16,True,1,0,0,1,4,1,2,1
13137,35,True,6,18,9,10,32,13,13,6
13139,34,True,6,17,8,10,32,13,13,6
13141,7,True,0,-1,-1,0,0,0,0,0
13143,11,True,0,-1,-1,0,0,0,0,0
13145,10,True,1,6,6,1,3,1,1,1
13147,13,True,1,1,1,1,3,1,1,1
13149,16,True,1,9,9,1,2,0,1,1
13151,14,True,1,7,7,1,2,0,1,1
13153,20,True,2,3,2,2,6,2,2,2
13155,22,True,5,13,5,9,27,11,11,5
13157,22,True,5,13,5,9,27,11,11,5
13159,32,True,4,15,13,3,12,5,3,4
13161,29,True,4,7,7,1,8,3,1,4
13163,23,True,4,14,6,9,26,11,11,4
13165,23,True,4,14,6,9,26,11,11,4
13167,29,True,3,20,15,6,19,8,8,3
13169,22,True,5,13,5,9,27,11,11,5
13171,23,True,5,14,6,9,27,11,11,5
13173,22,True,5,13,5,9,27,11,11,5
13175,28,True,3,19,14,6,19,8,8,3
13177,28,True,3,19,14,6,19,8,8,3
13179,20,True,1,1,1,1,2,0,1,1
13181,22,True,4,13,5,9,26,11,11,4
13183,40,True,4,31,23,9,26,11,11,4
13185,25,True,2,9,8,2,6,2,2,2
13187,21,True,2,5,4,2,7,2,3,2
13189,21,True,2,2,2,1,6,2,2,2
13191,21,True,2,5,4,2,7,2,3,2
13193,22,True,2,6,5,2,7,2,3,2
13195,41,True,4,4,2,3,13,5,4,4
13197,7,True,0,-1,-1,0,0,0,0,0
13199,16,True,1,4,4,1,3,1,1,1
13201,17,True,2,5,5,1,5,2,1,2
13203,15,True,2,3,3,1,5,2,1,2
13205,24,True,4,15,7,9,26,11,11,4
13207,9,True,1,5,5,1,3,1,1,1
13209,10,True,1,6,6,1,3,1,1,1
13211,13,True,1,6,6,1,2,0,1,1
13213,17,True,1,2,2,1,3,1,1,1
13215,28,True,3,19,14,6,19,8,8,3
13217,12,True,1,2,2,1,2,0,1,1
13219,23,True,4,14,6,9,26,11,11,4
13221,10,True,1,1,1,1,4,2,1,1
13223,10,True,1,0,0,1,3,1,1,1
13225,26,True,4,15,15,1,8,3,1,4
13227,11,True,0,-1,-1,0,0,0,0,0
13229,14,True,1,3,3,1,3,1,1,1
13231,23,True,4,14,6,9,26,11,11,4
13233,10,True,1,6,6,1,3,1,1,1
13235,9,True,1,5,5,1,3,1,1,1
13237,9,True,1,5,5,1,3,1,1,1
13239,22,True,4,13,5,9,26,11,11,4
13241,23,True,1,3,3,1,4,2,1,1
13243,23,True,1,3,3,1,3,1,1,1
13245,28,True,3,2,1,2,9,4,2,3
13247,22,True,3,0,0,1,6,2,1,3
13249,17,True,1,6,6,1,3,1,1,1
13251,14,True,1,3,3,1,3,1,1,1
13253,16,True,2,7,5,3,11,5,4,2
13255,47,True,4,38,30,9,26,11,11,4
13257,14,True,0,-1,-1,0,0,0,0,0
13259,16,True,0,-1,-1,0,0,0,0,0
13261,16,True,0,-1,-1,0,0,0,0,0
13263,21,True,4,12,4,9,26,11,11,4
13265,16,True,0,-1,-1,0,0,0,0,0
13267,15,True,1,1,1,1,3,1,1,1
13269,15,True,2,6,4,3,11,5,4,2
13271,13,True,2,2,1,2,8,3,3,2
13273,15,True,2,6,4,3,11,5,4,2
13275,14,True,0,-1,-1,0,0,0,0,0
13277,10,True,1,6,6,1,3,1,1,1
13279,12,True,1,0,0,1,5,2,2,1
13281,16,True,2,2,2,1,4,1,1,2
13283,15,True,2,6,4,3,11,5,4,2
13285,20,True,4,11,11,1,7,2,1,4
13287,14,True,1,0,0,1,3,1,1,1
13289,13,True,1,1,1,1,4,2,1,1
13291,14,True,0,-1,-1,0,0,0,0,0
13293,23,True,4,6,2,5,18,7,7,4
13295,14,True,2,0,0,1,4,1,1,2
13297,24,True,4,15,7,9,26,11,11,4
13299,29,True,3,4,4,1,7,3,1,3
13301,23,True,4,14,6,9,26,11,11,4
13303,8,True,1,4,4,1,3,1,1,1
13305,15,True,0,-1,-1,0,0,0,0,0
13307,15,True,1,1,1,1,2,0,1,1
13309,13,True,2,1,1,1,7,3,2,2
13311,23,True,4,0,0,1,10,4,2,4
13313,18,True,2,9,7,3,11,5,4,2
13315,26,True,3,7,6,2,8,3,2,3
13317,16,True,2,7,5,3,11,5,4,2
13319,26,True,3,7,6,2,8,3,2,3
13321,26,True,3,7,6,2,8,3,2,3
13323,15,True,2,6,4,3,11,5,4,2
13325,29,True,6,12,3,10,32,13,13,6
13327,12,True,1,3,3,1,3,1,1,1
13329,29,True,6,12,3,10,32,13,13,6
13331,15,True,2,6,4,3,11,5,4,2
13333,7,True,0,-1,-1,0,0,0,0,0
13335,28,True,5,11,2,10,31,13,13,5
13337,14,True,1,5,5,1,3,1,1,1
13339,24,True,3,15,10,6,19,8,8,3
13341,28,True,4,11,9,3,12,5,3,4
13343,11,True,3,2,0,3,10,4,3,3
13345,25,True,3,3,3,1,7,3,1,3
13347,6,True,0,-1,-1,0,0,0,0,0
13349,13,True,1,1,1,1,3,1,1,1
13351,13,True,1,0,0,1,3,1,1,1
13353,12,True,2,1,1,1,5,2,1,2
13355,17,True,2,8,6,3,12,5,5,2
13357,18,True,1,9,9,1,6,3,2,1
13359,12,True,2,0,0,1,4,1,1,2
13361,16,True,1,7,7,1,6,3,2,1
13363,16,True,1,7,7,1,6,3,2,1
13365,23,True,3,14,9,6,19,8,8,3
13367,15,True,2,6,4,3,10,4,4,2
13369,17,True,1,8,8,1,6,3,2,1
13371,9,True,0,-1,-1,0,0,0,0,0
13373,9,True,1,5,5,1,3,1,1,1
13375,8,True,1,0,0,1,6,2,3,1
13377,10,True,1,6,6,1,3,1,1,1
13379,9,True,1,5,5,1,3,1,1,1
13381,24,True,3,15,10,6,19,8,8,3
13383,16,True,1,0,0,1,3,1,1,1
13385,11,True,1,4,4,1,2,0,1,1
13387,23,True,3,14,9,6,19,8,8,3
13389,18,True,2,9,9,1,4,1,1,2
13391,8,True,1,0,0,1,4,1,2,1
13393,18,True,2,9,9,1,4,1,1,2
13395,15,True,2,1,1,1,4,1,1,2
13397,9,True,1,2,2,1,2,0,1,1
13399,22,True,3,13,8,6,19,8,8,3
13401,21,True,4,10,10,1,8,3,1,4
13403,18,True,4,3,1,3,12,5,3,4
13405,22,True,3,13,8,6,19,8,8,3
13407,15,True,2,6,6,1,4,1,1,2
13409,21,True,4,10,10,1,8,3,1,4
13411,7,True,2,1,1,1,4,1,1,2
13413,8,True,1,2,2,1,3,1,1,1
13415,26,True,4,9,6,4,13,5,4,4
13417,21,True,4,10,10,1,8,3,1,4
13419,20,True,4,4,4,1,9,3,2,4
13421,17,True,3,2,2,1,6,2,1,3
13423,33,True,5,3,0,4,18,7,6,5
13425,9,True,1,2,2,1,2,0,1,1
13427,26,True,3,17,12,6,19,8,8,3
13429,18,True,1,14,14,1,3,1,1,1
13431,23,True,3,14,9,6,19,8,8,3
13433,19,True,1,2,2,1,3,1,1,1
13435,19,True,1,1,1,1,2,0,1,1
13437,22,True,3,13,8,6,19,8,8,3
13439,41,True,4,32,24,9,26,11,11,4
13441,19,True,1,3,3,1,3,1,1,1
13443,10,True,0,-1,-1,0,0,0,0,0
13445,10,True,0,-1,-1,0,0,0,0,0
13447,32,True,8,10,8,3,18,7,3,8
13449,38,True,6,4,1,4,17,7,4,6
13451,24,True,3,15,10,6,19,8,8,3
13453,10,True,0,-1,-1,0,0,0,0,0
13455,8,True,1,3,3,1,3,1,1,1
13457,22,True,3,13,8,6,19,8,8,3
13459,21,True,3,12,7,6,19,8,8,3
13461,9,True,0,-1,-1,0,0,0,0,0
13463,8,True,0,-1,-1,0,0,0,0,0
13465,18,True,2,4,4,1,5,2,1,2
13467,18,True,2,1,1,1,4,1,1,2
13469,18,True,1,4,4,1,4,2,1,1
13471,15,True,2,0,0,1,5,2,1,2
13473,25,True,5,12,9,4,14,5,4,5
13475,31,True,5,22,14,9,27,11,11,5
13477,31,True,5,22,14,9,27,11,11,5
13479,19,True,1,0,0,1,3,1,1,1
13481,18,True,2,1,1,1,7,3,2,2
13483,10,True,0,-1,-1,0,0,0,0,0
13485,17,True,4,8,8,1,7,2,1,4
13487,22,True,3,13,8,6,19,8,8,3
13489,15,True,4,6,6,1,7,2,1,4
13491,14,True,4,5,5,1,7,2,1,4
13493,10,True,0,-1,-1,0,0,0,0,0
13495,32,True,5,23,15,9,27,11,11,5
13497,31,True,5,22,14,9,27,11,11,5
13499,29,True,5,20,12,9,27,11,11,5
13501,25,True,3,16,11,6,19,8,8,3
13503,29,True,4,3,0,4,15,6,5,4
13505,16,True,4,7,7,1,7,2,1,4
13507,13,True,4,4,4,1,7,2,1,4
13509,7,True,1,2,2,1,2,0,1,1
13511,15,True,4,6,6,1,7,2,1,4
13513,8,True,0,-1,-1,0,0,0,0,0
13515,8,True,0,-1,-1,0,0,0,0,0
13517,8,True,0,-1,-1,0,0,0,0,0
13519,12,True,1,0,0,1,4,1,2,1
13521,16,True,1,2,2,1,2,0,1,1
13523,15,True,1,4,4,1,5,2,2,1
13525,9,True,0,-1,-1,0,0,0,0,0
13527,7,True,0,-1,-1,0,0,0,0,0
13529,7,True,0,-1,-1,0,0,0,0,0
13531,23,True,3,14,9,6,19,8,8,3
